date,sentiment_corporate,sentiment_energy,sentiment_forex,sentiment_macro,news_count
2014-01-07,0.4683,0.0116,0.5682,0.3647,0
2014-01-08,0.8801,0.8197,0.4546,0.0251,4
2014-01-09,0.6161,0.8808,0.0749,0.0213,2
2014-01-10,0.4312,0.6166,-0.5764,0.0181,1
2014-01-11,0.3019,0.4316,-0.4611,0.379,2
2014-01-12,0.2113,0.3021,-0.3689,0.3221,0
2014-01-13,0.1339,0.2115,-0.7718,0.2738,3
2014-01-14,0.0937,0.148,-0.6174,0.2327,0
2014-01-15,0.0656,0.1036,-0.494,-0.8976,1
2014-01-16,0.8351,0.0725,-0.0232,0.8457,3
2014-01-17,0.5846,0.0508,-0.0186,-0.9044,1
2014-01-18,0.4092,0.0355,0.1107,-0.3501,3
2014-01-19,0.1084,0.0249,0.0886,-0.2976,1
2014-01-20,0.0759,0.0174,0.0913,-0.0255,2
2014-01-21,0.4626,0.6591,0.073,-0.3828,4
2014-01-22,0.2036,-0.059,0.0584,0.1811,4
2014-01-23,-0.9209,0.9324,0.0467,0.1539,2
2014-01-24,-0.6446,0.6527,0.0374,0.1308,0
2014-01-25,-0.4512,0.4569,0.0299,0.1112,0
2014-01-26,-0.3159,0.3198,0.0239,0.0945,0
2014-01-27,-0.2211,0.2239,0.0191,0.0804,0
2014-01-28,-0.4097,0.1567,0.1014,0.0683,2
2014-01-29,-0.2868,0.1097,0.0811,0.0581,0
2014-01-30,-0.1238,0.0768,0.0649,0.9082,2
2014-01-31,0.0364,0.0538,0.0519,0.772,1
2014-02-01,0.3434,0.0376,0.0415,-0.9018,4
2014-02-02,0.2404,0.0263,0.0332,-0.7665,0
2014-02-03,0.1682,0.494,0.0266,-0.6516,1
2014-02-04,0.059,0.3458,0.0213,-0.5538,1
2014-02-05,0.0413,0.2421,0.017,-0.4707,0
2014-02-06,0.0289,0.1694,0.0136,-0.4001,0
2014-02-07,-0.9204,0.8069,0.0109,-0.3401,2
2014-02-08,-0.2761,-0.8668,0.0087,-0.4251,4
2014-02-09,0.8601,-0.6068,0.007,-0.3613,1
2014-02-10,-0.9536,-0.0727,0.0056,-0.3071,2
2014-02-11,-0.6419,-0.0509,0.0045,-0.2611,1
2014-02-12,-0.4493,-0.0356,0.0036,-0.2219,0
2014-02-13,0.0459,-0.0249,0.0029,0.2049,2
2014-02-14,0.0321,-0.0175,0.0023,0.1742,0
2014-02-15,0.018,-0.0122,0.0018,0.148,1
2014-02-16,0.0126,-0.0086,0.0015,0.1258,0
2014-02-17,-0.8516,-0.4481,0.0012,0.107,2
2014-02-18,0.0096,-0.2799,-0.0952,0.8745,5
2014-02-19,0.0365,-0.1959,-0.0762,0.7433,1
2014-02-20,-0.9571,-0.1372,-0.0609,0.6318,1
2014-02-21,-0.67,-0.096,-0.0487,0.5371,0
2014-02-22,-0.469,-0.0672,-0.039,0.4565,0
2014-02-23,-0.3283,-0.047,-0.0312,0.388,0
2014-02-24,0.7433,-0.0329,-0.2837,0.3298,2
2014-02-25,0.5203,-0.0824,-0.227,0.8656,2
2014-02-26,-0.303,0.0252,-0.1816,0.2445,6
2014-02-27,0.0545,0.0176,-0.1453,0.2078,1
2014-02-28,0.8153,0.0123,-0.1162,0.4203,3
2014-03-01,0.5707,0.0086,-0.093,0.3573,0
2014-03-02,0.3995,0.0061,-0.0744,0.3037,0
2014-03-03,0.2796,0.0042,-0.0595,0.0437,1
2014-03-04,0.1958,0.003,-0.0476,0.0371,0
2014-03-05,-0.894,0.0021,-0.0381,0.0316,1
2014-03-06,-0.6258,0.0015,-0.0305,0.0268,0
2014-03-07,0.0932,0.001,0.8413,0.0228,2
2014-03-08,0.0652,0.0007,0.673,0.0194,0
2014-03-09,0.0457,0.0005,-0.125,0.0165,1
2014-03-10,0.032,0.0003,-0.1,0.014,0
2014-03-11,0.0224,0.0002,0.9111,0.0119,2
2014-03-12,0.8575,0.0002,0.0003,0.0101,6
2014-03-13,0.6002,0.8905,0.3553,0.0156,4
2014-03-14,0.4202,0.6234,0.2842,-0.0792,1
2014-03-15,0.2941,0.4363,0.2274,0.0162,2
2014-03-16,0.2059,-0.4421,0.1819,-0.2013,2
2014-03-17,0.7532,-0.3095,0.3828,-0.1711,4
2014-03-18,0.027,-0.0042,0.0676,-0.1454,4
2014-03-19,0.0681,-0.0029,0.054,-0.1236,1
2014-03-20,0.0477,-0.0021,0.0432,-0.8817,1
2014-03-21,-0.0486,-0.0014,0.917,-0.7494,6
2014-03-22,-0.9638,-0.3332,0.7336,-0.9493,3
2014-03-23,0.0375,-0.2332,0.5869,-0.8069,1
2014-03-24,0.0262,-0.1633,-0.0904,-0.5268,2
2014-03-25,0.0184,-0.1143,-0.0723,-0.4478,0
2014-03-26,-0.1063,-0.08,-0.0579,0.0462,2
2014-03-27,-0.7231,0.0513,-0.0463,-0.0705,3
2014-03-28,0.037,0.0359,-0.037,0.0805,2
2014-03-29,0.0259,0.0251,-0.1182,0.0684,1
2014-03-30,0.0181,0.0176,-0.0946,0.0582,0
2014-03-31,0.0127,0.0123,0.7447,0.0494,1
2014-04-01,0.8955,0.0086,0.5958,0.042,2
2014-04-02,0.6268,0.006,0.4766,0.0357,0
2014-04-03,0.1392,0.4968,0.223,0.0304,5
2014-04-04,-0.0141,-0.1885,0.1784,0.0993,5
2014-04-05,-0.2809,0.2128,0.1427,0.0844,2
2014-04-06,-0.1966,0.149,0.1142,0.1664,1
2014-04-07,-0.8543,0.1043,0.0913,0.1414,1
2014-04-08,-0.598,0.073,0.04,0.1202,1
2014-04-09,0.8189,0.0511,0.032,0.1022,1
2014-04-10,0.5732,0.0358,0.0256,0.0869,0
2014-04-11,0.1226,0.025,0.0205,0.0738,1
2014-04-12,0.0123,0.0175,0.2926,0.0628,4
2014-04-13,0.0086,0.0123,-0.2022,0.0533,1
2014-04-14,0.4471,0.0086,0.9074,0.0453,3
2014-04-15,0.313,0.006,-0.0924,0.0385,2
2014-04-16,0.2191,-0.0148,-0.0739,-0.395,2
2014-04-17,0.1534,-0.0104,-0.0591,-0.3358,0
2014-04-18,-0.9436,-0.0073,-0.0473,-0.2854,1
2014-04-19,0.9388,-0.0051,-0.0378,-0.2426,1
2014-04-20,0.6572,0.2561,-0.0925,-0.2062,3
2014-04-21,0.46,0.1793,-0.074,0.1097,2
2014-04-22,0.322,0.1255,-0.0592,0.2153,1
2014-04-23,0.2254,0.0878,0.1183,-0.3233,2
2014-04-24,0.1578,0.0615,0.0946,-0.0004,1
2014-04-25,0.1104,0.043,0.0757,0.2103,1
2014-04-26,0.1004,0.0301,0.0606,0.1788,1
2014-04-27,0.0703,0.0211,0.0485,0.0195,1
2014-04-28,0.3302,0.0148,-0.1645,0.0154,3
2014-04-29,0.2311,0.0297,-0.1316,0.0131,1
2014-04-30,0.1618,0.0208,-0.1053,0.0357,2
2014-05-01,0.1133,0.0146,-0.0842,0.0744,2
2014-05-02,0.0793,-0.9038,-0.0674,0.0633,1
2014-05-03,0.0555,-0.6327,-0.0539,0.0538,0
2014-05-04,0.4064,-0.4429,-0.0431,0.0457,2
2014-05-05,0.2844,-0.31,-0.0345,0.0389,0
2014-05-06,0.1991,-0.217,-0.0276,0.033,0
2014-05-07,0.1394,-0.1519,-0.0221,0.0281,0
2014-05-08,0.0976,-0.1063,-0.0177,0.0239,0
2014-05-09,0.0683,-0.0744,-0.0141,0.0203,0
2014-05-10,0.041,0.0221,-0.0113,-0.4834,4
2014-05-11,0.0139,0.9018,-0.009,-0.4109,2
2014-05-12,0.0097,0.6313,-0.7573,-0.3493,1
2014-05-13,0.0068,0.4419,-0.6058,-0.2969,0
2014-05-14,0.0048,0.3093,-0.4847,-0.2523,0
2014-05-15,0.0033,0.2165,-0.3877,-0.2145,0
2014-05-16,0.0023,0.7953,-0.3102,-0.1823,1
2014-05-17,0.0016,-0.2506,0.0949,0.0074,4
2014-05-18,0.0011,-0.1754,0.0759,0.0063,0
2014-05-19,0.0008,-0.1228,0.0607,0.0053,0
2014-05-20,0.0006,-0.0859,0.0282,0.102,2
2014-05-21,0.0608,-0.0602,0.0226,0.0867,1
2014-05-22,0.0321,0.6593,0.018,0.0737,2
2014-05-23,0.0225,0.4615,0.0144,0.0626,0
2014-05-24,0.0157,0.3231,0.0116,0.4099,1
2014-05-25,0.7071,0.2261,0.0092,0.0001,2
2014-05-26,0.495,-0.3235,0.0074,0.0001,1
2014-05-27,0.3465,0.7633,0.0059,0.0001,1
2014-05-28,0.2425,0.6894,0.0047,0.0001,1
2014-05-29,0.1698,0.0203,0.0038,-0.9181,2
2014-05-30,0.0098,0.0142,0.003,-0.1503,3
2014-05-31,-0.6556,-0.9314,0.0024,-0.1278,2
2014-06-01,-0.4589,-0.652,0.0019,0.1513,1
2014-06-02,-0.3212,-0.4564,0.0286,0.1286,1
2014-06-03,-0.1526,-0.3195,0.0229,0.1093,1
2014-06-04,-0.1068,-0.2236,0.0183,0.0929,0
2014-06-05,-0.0748,-0.1565,0.0146,0.922,1
2014-06-06,-0.0523,-0.1096,0.0117,0.7837,0
2014-06-07,-0.0366,-0.0767,0.0094,0.6661,0
2014-06-08,-0.682,-0.0537,0.0075,0.5662,1
2014-06-09,-0.4774,-0.0376,0.006,0.4813,0
2014-06-10,-0.3342,-0.0263,0.0048,0.4091,0
2014-06-11,-0.2339,-0.0184,0.0038,0.3477,0
2014-06-12,-0.1974,-0.0129,0.0031,0.2956,2
2014-06-13,0.0345,-0.009,0.0025,0.8004,2
2014-06-14,0.0242,-0.0063,0.002,0.6803,0
2014-06-15,0.0169,-0.0044,0.0016,0.5783,0
2014-06-16,0.0118,-0.8539,-0.8283,0.4915,2
2014-06-17,0.0083,-0.5977,-0.6626,0.4178,0
2014-06-18,0.0058,-0.172,-0.5301,0.3551,1
2014-06-19,0.0126,-0.1204,-0.4241,0.3019,1
2014-06-20,0.0088,-0.8559,-0.3393,0.2566,1
2014-06-21,0.0062,-0.4067,-0.2714,0.2181,2
2014-06-22,0.0043,-0.2847,-0.2171,0.1854,0
2014-06-23,0.003,-0.1993,-0.1737,0.1576,0
2014-06-24,0.0021,-0.1395,-0.139,0.1339,0
2014-06-25,0.0015,0.1224,-0.1112,0.1139,1
2014-06-26,0.001,0.0429,-0.0889,0.0968,1
2014-06-27,0.0007,0.03,-0.0712,0.0823,0
2014-06-28,0.0005,0.0613,-0.0569,0.7552,2
2014-06-29,0.0004,0.4646,-0.6683,0.6419,3
2014-06-30,0.0002,0.1107,-0.5346,0.5456,1
2014-07-01,-0.0235,0.0775,-0.4277,-0.9141,2
2014-07-02,0.879,0.4126,-0.3422,0.9179,5
2014-07-03,-0.453,-0.0175,-0.2737,0.1264,5
2014-07-04,-0.3171,-0.929,-0.219,0.1074,1
2014-07-05,-0.222,-0.6503,0.0071,0.0913,1
2014-07-06,-0.1554,-0.4552,0.0057,0.0776,0
2014-07-07,-0.1088,-0.3186,0.0045,0.066,0
2014-07-08,-0.9329,-0.2231,0.0036,0.0561,1
2014-07-09,-0.1654,-0.1561,0.0029,0.0477,1
2014-07-10,0.0355,-0.0028,0.0023,0.0121,3
2014-07-11,0.0248,-0.002,0.0263,0.4234,3
2014-07-12,0.0174,-0.0014,0.021,-0.0185,1
2014-07-13,0.0122,-0.001,0.0168,0.0947,1
2014-07-14,0.0085,-0.0007,0.7544,0.8676,3
2014-07-15,0.006,-0.0005,0.6035,0.7375,0
2014-07-16,0.0042,-0.0003,0.4828,0.6269,0
2014-07-17,0.0029,-0.0002,0.3863,0.5328,0
2014-07-18,-0.2994,-0.0002,0.309,0.0063,3
2014-07-19,0.8409,-0.0001,0.2472,0.0175,3
2014-07-20,0.5886,-0.0001,0.1978,0.0171,1
2014-07-21,0.412,-0.0001,-0.9444,-0.834,2
2014-07-22,0.2884,-0.0,-0.7555,-0.7089,0
2014-07-23,-0.9652,0.1656,-0.6044,-0.6026,2
2014-07-24,-0.6756,0.1159,-0.4835,-0.5122,0
2014-07-25,0.0575,0.0811,-0.3868,-0.4354,1
2014-07-26,0.0402,0.0568,-0.3095,-0.3701,0
2014-07-27,-0.0005,0.0398,-0.2476,-0.3145,1
2014-07-28,-0.0004,0.0278,-0.1981,-0.2674,0
2014-07-29,-0.0002,-0.0856,-0.1584,0.3016,2
2014-07-30,-0.0002,-0.0599,-0.1268,0.2564,0
2014-07-31,-0.0001,-0.0419,-0.1014,0.2179,0
2014-08-01,-0.0001,-0.0294,-0.0811,0.1852,0
2014-08-02,0.5774,-0.8338,-0.0649,0.1574,2
2014-08-03,0.0454,-0.5837,0.6193,0.2546,3
2014-08-04,-0.9351,-0.4086,0.4954,0.2979,2
2014-08-05,-0.9609,-0.3116,0.3964,0.2532,3
2014-08-06,-0.6726,-0.2182,0.3171,0.0084,1
2014-08-07,-0.4708,-0.1527,0.2537,0.0071,0
2014-08-08,-0.3296,-0.1069,0.2029,0.0061,0
2014-08-09,-0.2307,0.0853,0.1623,0.0052,1
2014-08-10,-0.1615,0.0597,0.1299,0.0044,0
2014-08-11,-0.9564,0.0418,0.1039,0.0037,1
2014-08-12,0.006,0.0293,0.2758,0.0032,3
2014-08-13,-0.4894,0.0205,0.2207,0.0027,2
2014-08-14,0.027,-0.3266,-0.5789,0.0023,5
2014-08-15,0.0189,-0.2287,-0.4631,0.0019,0
2014-08-16,0.0133,-0.1601,-0.3705,-0.9588,1
2014-08-17,0.0093,-0.112,0.7716,-0.815,1
2014-08-18,0.9227,-0.0784,0.6173,0.0158,2
2014-08-19,-0.9612,-0.0549,0.4938,-0.0733,3
2014-08-20,0.9052,-0.0384,0.3951,-0.0623,1
2014-08-21,-0.1773,-0.0269,0.316,-0.0571,2
2014-08-22,0.8317,-0.0188,0.2528,-0.9455,2
2014-08-23,0.5822,-0.0132,0.2023,-0.8037,0
2014-08-24,0.4075,-0.0092,0.1618,-0.6831,0
2014-08-25,0.2853,-0.0065,-0.0924,-0.5807,2
2014-08-26,0.1997,-0.0045,0.8131,-0.4936,1
2014-08-27,0.1398,0.4618,0.6505,-0.4195,1
2014-08-28,0.0978,0.3233,0.0333,-0.0298,2
2014-08-29,0.1466,0.2263,0.0266,-0.0253,1
2014-08-30,0.1026,0.1584,0.0213,-0.0215,0
2014-08-31,0.0718,0.1109,0.1945,-0.0183,1
2014-09-01,0.0503,0.0776,-0.7852,-0.0156,1
2014-09-02,0.0352,0.0543,-0.6282,0.1217,1
2014-09-03,0.0655,0.038,-0.5025,0.0147,2
2014-09-04,0.0458,0.6877,-0.402,0.0125,1
2014-09-05,0.0321,0.087,-0.3216,0.0106,1
2014-09-06,-0.1621,0.0609,-0.2573,-0.9236,2
2014-09-07,-0.1135,0.0426,-0.2058,-0.7851,0
2014-09-08,-0.0794,0.0298,-0.1647,-0.6673,0
2014-09-09,-0.0556,0.0209,-0.1317,-0.5672,0
2014-09-10,-0.0389,0.0146,-0.1054,-0.4821,0
2014-09-11,-0.0272,0.0102,-0.0843,-0.4098,0
2014-09-12,-0.0191,-0.4429,-0.0674,-0.3483,1
2014-09-13,-0.0133,-0.31,-0.054,-0.2961,0
2014-09-14,-0.0093,-0.217,-0.0432,-0.2517,0
2014-09-15,-0.0065,-0.1519,-0.0345,-0.089,1
2014-09-16,-0.0046,-0.1063,-0.0276,-0.0756,0
2014-09-17,-0.0032,-0.0744,-0.0221,-0.0643,0
2014-09-18,0.0262,0.0341,-0.0177,-0.0547,3
2014-09-19,0.1141,0.0239,-0.0141,-0.0465,1
2014-09-20,0.0799,0.0167,-0.0113,-0.0449,1
2014-09-21,0.0559,0.0117,-0.0091,-0.0382,0
2014-09-22,0.0391,0.0082,0.656,0.0795,2
2014-09-23,0.0274,0.0118,0.5248,0.0676,1
2014-09-24,0.0192,0.3551,0.4198,0.0574,1
2014-09-25,0.0472,-0.1873,0.3359,0.0488,3
2014-09-26,0.033,-0.1311,0.2687,0.0415,0
2014-09-27,0.0231,-0.0918,0.215,0.0353,0
2014-09-28,0.0162,-0.0642,0.0702,-0.2172,2
2014-09-29,0.0113,-0.045,0.0244,0.1036,2
2014-09-30,0.0172,-0.0315,0.0195,0.0881,1
2014-10-01,0.1127,-0.022,0.0156,0.0749,1
2014-10-02,0.0789,-0.0154,0.0125,0.0636,0
2014-10-03,-0.5106,-0.0108,0.01,0.0541,1
2014-10-04,-0.3574,-0.0076,0.008,0.046,0
2014-10-05,-0.2502,-0.0053,0.0064,0.0391,0
2014-10-06,-0.1751,-0.0037,0.0051,0.0332,0
2014-10-07,-0.1226,-0.0026,0.0041,0.0282,0
2014-10-08,-0.0858,-0.0018,0.0033,0.024,0
2014-10-09,-0.0601,-0.0013,0.0026,0.0204,0
2014-10-10,-0.889,-0.0009,0.0021,0.0173,1
2014-10-11,-0.8858,-0.0006,0.0017,0.0147,1
2014-10-12,-0.6201,-0.0004,0.0013,0.0125,0
2014-10-13,-0.0417,-0.0003,0.7038,0.0106,2
2014-10-14,-0.0292,-0.0002,0.563,0.009,0
2014-10-15,-0.0204,0.1934,0.4504,0.0077,1
2014-10-16,-0.0143,0.1354,0.3603,0.0065,0
2014-10-17,-0.9162,0.0948,0.2883,0.0056,2
2014-10-18,-0.6413,-0.941,0.2306,0.0047,1
2014-10-19,-0.4489,-0.6587,0.1845,0.004,0
2014-10-20,-0.3142,0.6286,0.1476,0.0034,1
2014-10-21,-0.22,-0.1968,0.1181,0.0029,1
2014-10-22,-0.154,-0.1378,0.0945,0.0025,0
2014-10-23,-0.1078,-0.0964,0.0756,0.0021,0
2014-10-24,-0.0754,0.0672,0.0605,0.0018,1
2014-10-25,-0.4184,-0.0668,0.0484,0.0015,4
2014-10-26,0.0193,-0.0468,0.0387,-0.004,2
2014-10-27,0.0135,0.0232,0.031,0.2499,2
2014-10-28,0.0812,0.0162,0.0248,0.2124,2
2014-10-29,0.0568,0.0114,0.0198,0.1806,0
2014-10-30,0.9122,0.008,0.0158,0.1535,1
2014-10-31,0.6385,0.0056,0.0127,0.1304,0
2014-11-01,0.447,0.0039,0.0101,0.1109,0
2014-11-02,0.3129,0.0027,0.0081,0.0942,0
2014-11-03,0.219,0.0019,0.1069,0.0801,1
2014-11-04,0.1533,0.0013,0.0855,0.0681,0
2014-11-05,0.1073,0.0009,0.0684,0.8621,1
2014-11-06,0.0302,0.0007,0.0547,0.7328,1
2014-11-07,0.0211,0.0005,0.0438,0.6229,0
2014-11-08,0.0148,0.0277,0.035,0.5294,1
2014-11-09,0.0104,0.0194,0.028,0.45,0
2014-11-10,0.0073,-0.7907,0.0224,0.3825,1
2014-11-11,0.0051,-0.5535,0.8864,0.3251,1
2014-11-12,0.0036,-0.17,0.7091,0.2764,1
2014-11-13,0.0025,-0.0433,0.5673,0.2349,1
2014-11-14,0.0017,-0.0303,0.4538,-0.5746,1
2014-11-15,0.0012,-0.0212,-0.2657,0.1284,3
2014-11-16,0.0009,-0.0149,-0.2126,0.1091,0
2014-11-17,0.0006,-0.0104,-0.2261,-0.0197,2
2014-11-18,0.1702,-0.0073,-0.1809,-0.0167,2
2014-11-19,0.2412,-0.0051,-0.1447,-0.2823,4
2014-11-20,-0.0099,0.7492,-0.1158,-0.24,3
2014-11-21,0.0236,0.5244,-0.0926,-0.204,1
2014-11-22,-0.2041,-0.0015,-0.0741,-0.1734,2
2014-11-23,-0.7879,-0.001,-0.0593,0.0238,4
2014-11-24,-0.5515,-0.8264,0.032,0.0202,2
2014-11-25,-0.9434,-0.5785,0.0256,0.1294,2
2014-11-26,-0.7225,-0.4049,0.0205,0.11,1
2014-11-27,-0.5058,-0.2835,0.0164,0.0935,0
2014-11-28,0.1251,-0.1984,0.0131,0.0795,1
2014-11-29,0.0876,-0.1389,0.0105,0.0675,0
2014-11-30,-0.1917,-0.0972,-0.9274,0.0574,2
2014-12-01,-0.1342,-0.0681,-0.7419,-0.9487,1
2014-12-02,0.9078,-0.6813,-0.5935,-0.088,3
2014-12-03,0.0696,0.0645,-0.4748,-0.0748,2
2014-12-04,0.0487,0.0451,-0.3799,-0.0636,0
2014-12-05,0.0341,0.0316,-0.3039,0.1406,1
2014-12-06,0.0239,0.0221,-0.2431,0.1195,0
2014-12-07,0.0167,0.0155,0.2823,0.1016,1
2014-12-08,0.0117,0.0108,0.2258,0.0863,0
2014-12-09,0.0082,0.0076,0.1807,0.0734,0
2014-12-10,0.0057,0.0053,0.1445,-0.5406,1
2014-12-11,0.004,0.0037,0.1156,0.0123,1
2014-12-12,0.0028,0.0026,0.0925,0.0037,1
2014-12-13,0.002,-0.4308,0.074,0.1334,3
2014-12-14,0.0014,-0.3015,0.0592,0.1134,0
2014-12-15,0.001,-0.2111,-0.8195,0.0964,1
2014-12-16,0.0007,-0.1477,-0.6556,0.0819,0
2014-12-17,-0.9523,-0.1034,-0.5245,0.0696,1
2014-12-18,-0.6666,-0.0724,-0.4196,0.0592,0
2014-12-19,0.8944,0.4307,-0.3357,0.0503,5
2014-12-20,0.6261,0.8896,-0.8184,0.72,3
2014-12-21,0.4383,-0.2194,-0.6547,0.612,2
2014-12-22,0.3068,-0.1535,-0.5238,0.5202,0
2014-12-23,0.1356,-0.8275,-0.419,0.4422,4
2014-12-24,0.3036,-0.5792,-0.3352,0.538,3
2014-12-25,0.2125,-0.4055,-0.2682,0.4573,0
2014-12-26,0.5298,-0.9045,-0.2145,0.3887,2
2014-12-27,0.0842,0.4286,-0.1716,0.3304,3
2014-12-28,0.0589,0.3001,0.0369,0.2809,1
2014-12-29,0.0413,0.21,0.8989,0.2387,1
2014-12-30,0.0289,0.147,0.7191,0.9325,1
2014-12-31,0.0202,0.1029,0.5753,0.7926,0
2015-01-01,0.0142,-0.3627,0.561,0.6737,2
2015-01-02,0.0099,-0.2539,0.4488,0.5727,0
2015-01-03,0.0069,-0.1777,-0.9416,0.4868,1
2015-01-04,0.0049,-0.1244,-0.7533,0.4138,0
2015-01-05,0.0034,-0.0871,-0.6026,0.053,1
2015-01-06,0.0024,-0.061,-0.0997,0.0543,2
2015-01-07,0.0017,0.7475,-0.0798,0.0462,1
2015-01-08,0.3134,0.5232,-0.0638,0.0392,3
2015-01-09,0.9145,0.3663,-0.051,0.0333,1
2015-01-10,0.6402,0.2564,-0.0408,0.0283,0
2015-01-11,0.4481,0.1795,-0.0327,0.0241,0
2015-01-12,0.0648,0.1256,-0.0261,0.0205,1
2015-01-13,0.1198,0.0879,-0.0209,0.0174,2
2015-01-14,0.0839,0.0616,-0.0167,0.0148,0
2015-01-15,0.0587,0.0431,-0.0134,-0.0202,1
2015-01-16,0.0411,0.0302,-0.0107,-0.85,1
2015-01-17,0.3689,0.0211,-0.0086,-0.7225,1
2015-01-18,0.2582,-0.8762,-0.0069,-0.0014,2
2015-01-19,0.8143,-0.6133,-0.0055,-0.281,2
2015-01-20,0.57,0.1616,-0.0044,0.042,2
2015-01-21,-0.8105,0.2728,-0.0035,-0.011,4
2015-01-22,-0.7058,0.1909,-0.0028,-0.0093,2
2015-01-23,-0.4941,0.1336,-0.0022,-0.0079,0
2015-01-24,-0.3459,-0.9348,-0.0018,-0.7387,3
2015-01-25,-0.2421,0.6682,-0.0014,-0.6279,1
2015-01-26,-0.1695,0.4677,-0.0011,0.5479,1
2015-01-27,-0.1186,0.3274,-0.0009,0.1875,1
2015-01-28,-0.083,0.2292,-0.0007,0.1594,0
2015-01-29,-0.0581,-0.0118,-0.0006,0.1415,2
2015-01-30,0.4391,-0.0083,-0.0005,0.8977,4
2015-01-31,0.1006,-0.0058,-0.0004,0.0783,2
2015-02-01,0.0704,-0.0899,-0.0003,0.0666,1
2015-02-02,0.1058,-0.0629,-0.0002,0.0566,1
2015-02-03,0.0741,-0.9462,-0.0002,0.0481,1
2015-02-04,-0.0019,0.0655,-0.0002,0.0409,2
2015-02-05,-0.0013,0.0458,-0.0001,0.0347,0
2015-02-06,-0.8297,0.0321,-0.0001,0.0462,3
2015-02-07,-0.5808,0.0225,-0.0001,0.0393,0
2015-02-08,0.2182,0.0157,-0.0001,0.0334,1
2015-02-09,0.1527,0.011,0.0202,0.0284,1
2015-02-10,0.4,0.0077,0.0162,0.0241,2
2015-02-11,0.0083,-0.9129,0.0129,0.0205,2
2015-02-12,0.0058,-0.068,0.0103,0.0169,2
2015-02-13,0.8385,-0.0476,0.0083,0.0144,1
2015-02-14,0.587,0.8114,0.0066,0.0122,1
2015-02-15,-0.0426,0.568,0.0053,0.0104,1
2015-02-16,-0.0298,0.3976,0.0042,0.0088,0
2015-02-17,-0.0209,0.2998,0.0034,0.0075,1
2015-02-18,-0.8389,-0.1606,0.0027,0.0139,4
2015-02-19,-0.9623,0.5403,0.0022,-0.1504,3
2015-02-20,-0.6736,0.3782,0.0017,-0.8355,1
2015-02-21,-0.4715,0.2647,0.0014,-0.7102,0
2015-02-22,-0.3301,0.1853,0.0011,-0.6036,0
2015-02-23,-0.231,0.1297,0.5345,-0.8757,2
2015-02-24,0.0877,-0.6132,0.4276,0.0117,5
2015-02-25,0.0614,-0.4292,0.3421,-0.0077,1
2015-02-26,0.043,-0.3004,0.2737,-0.0065,0
2015-02-27,0.0301,-0.2103,0.2189,-0.0056,0
2015-02-28,0.0211,-0.1472,-0.1958,-0.0047,1
2015-03-01,0.0147,-0.1031,-0.1566,-0.004,0
2015-03-02,0.0103,-0.0721,-0.4718,-0.9515,2
2015-03-03,0.0072,-0.5203,-0.3774,-0.8088,2
2015-03-04,0.0051,-0.0828,-0.302,-0.6875,1
2015-03-05,0.0035,-0.058,-0.2416,0.0357,1
2015-03-06,0.2098,-0.0406,-0.1932,-0.1262,4
2015-03-07,0.1469,-0.0314,-0.1546,-0.1073,1
2015-03-08,0.7355,-0.022,-0.1237,-0.0912,1
2015-03-09,-0.0452,-0.0154,0.164,-0.0775,3
2015-03-10,0.2632,-0.0108,0.1312,-0.0659,1
2015-03-11,-0.7161,0.3966,0.105,-0.056,3
2015-03-12,-0.5013,0.2777,0.084,0.3263,1
2015-03-13,-0.3509,-0.5668,0.0672,0.1123,2
2015-03-14,-0.2456,0.0206,0.0537,-0.0292,2
2015-03-15,-0.1719,0.0144,-0.5088,-0.0248,1
2015-03-16,-0.094,0.0101,-0.01,0.213,4
2015-03-17,-0.0658,0.0071,-0.008,0.181,0
2015-03-18,-0.0461,0.0049,-0.0064,0.6708,1
2015-03-19,-0.9518,0.0035,-0.0051,-0.2818,3
2015-03-20,0.2616,0.3065,-0.0041,0.6087,3
2015-03-21,0.002,-0.7893,-0.012,0.2373,4
2015-03-22,0.0014,-0.5525,-0.0096,0.2017,0
2015-03-23,0.001,-0.3868,0.7124,0.1714,1
2015-03-24,0.0007,-0.2707,0.5699,0.1457,0
2015-03-25,0.0005,-0.1895,0.4559,0.1239,0
2015-03-26,0.0003,-0.1327,0.3647,0.1053,0
2015-03-27,-0.942,-0.0929,0.2918,0.0895,1
2015-03-28,0.733,-0.065,0.2334,-0.7187,2
2015-03-29,0.5131,-0.0455,0.2336,-0.6109,1
2015-03-30,0.3592,-0.0319,0.8148,0.112,2
2015-03-31,0.2514,0.0838,0.6518,-0.0388,2
2015-04-01,0.9068,0.0587,0.5215,-0.4397,2
2015-04-02,0.6348,0.0411,0.4172,-0.3737,0
2015-04-03,0.4443,0.0287,0.3337,-0.8714,1
2015-04-04,0.8067,0.2222,0.267,-0.7407,2
2015-04-05,0.5647,0.1555,0.2136,-0.6296,0
2015-04-06,0.0253,0.1089,-0.306,-0.5351,2
2015-04-07,-0.0556,0.0762,-0.2448,-0.0025,3
2015-04-08,-0.8563,0.0534,-0.1958,-0.6793,2
2015-04-09,0.1182,-0.6688,-0.1567,0.2101,5
2015-04-10,0.0538,-0.1418,-0.1253,0.4664,5
2015-04-11,0.2034,-0.537,-0.1003,0.3964,2
2015-04-12,0.1424,0.8536,-0.046,0.3369,2
2015-04-13,0.0997,0.5975,0.7461,0.0743,2
