date,sentiment_corporate,sentiment_energy,sentiment_forex,sentiment_macro,news_count
2018-08-24,0.6089,-0.0129,0.0392,-0.3361,3
2018-08-25,0.4262,0.0176,0.0314,-0.3223,7
2018-08-26,0.2984,0.0123,0.0251,-0.2739,0
2018-08-27,0.3634,0.8692,0.1247,-0.9635,8
2018-08-28,-0.5447,0.1455,0.0998,0.0098,7
2018-08-29,-0.1638,0.346,0.0798,-0.1173,11
2018-08-30,-0.0389,0.2422,0.0638,0.2206,8
2018-08-31,-0.0903,-0.3932,0.0511,-0.2215,9
2018-09-01,0.0261,-0.2753,0.0409,-0.1883,3
2018-09-02,0.0183,-0.1927,0.0327,0.741,2
2018-09-03,-0.8314,0.2104,-0.1539,-0.5445,9
2018-09-04,0.2432,-0.4744,-0.1231,0.0885,11
2018-09-05,-0.1513,0.9164,-0.0161,0.0252,10
2018-09-06,-0.0923,-0.4557,-0.0129,0.2869,10
2018-09-07,0.1612,0.3592,-0.0103,-0.3144,11
2018-09-08,0.1128,0.138,-0.0082,-0.2672,1
2018-09-09,0.079,0.0966,-0.0066,-0.2271,0
2018-09-10,-0.4818,0.2038,-0.0053,-0.1931,3
2018-09-11,-0.1772,0.4224,-0.0042,-0.1574,7
2018-09-12,-0.6136,0.3085,-0.0034,-0.2227,7
2018-09-13,0.3313,-0.3756,-0.9387,0.2569,7
2018-09-14,-0.2416,-0.0145,-0.751,-0.2292,7
2018-09-15,0.2606,0.8493,-0.6008,-0.1922,4
2018-09-16,0.1824,0.5945,-0.4806,0.7159,1
2018-09-17,-0.5177,0.0658,-0.3845,0.1857,9
2018-09-18,-0.2945,0.9334,-0.3076,0.0302,7
2018-09-19,0.0077,0.0494,-0.2461,0.4665,8
2018-09-20,0.0054,0.0346,-0.0995,0.3965,2
2018-09-21,-0.5417,0.0242,-0.0796,0.8074,2
2018-09-22,-0.3792,0.0169,-0.0636,0.9029,1
2018-09-23,-0.2654,0.0119,-0.0509,-0.1328,2
2018-09-24,-0.5374,0.1333,-0.0407,0.0335,9
2018-09-25,-0.2782,0.0077,-0.023,-0.1358,11
2018-09-26,-0.1947,-0.9571,-0.0184,0.1917,6
2018-09-27,-0.4634,0.0564,-0.0147,0.2707,10
2018-09-28,-0.3243,0.0137,-0.0118,0.3682,6
2018-09-29,-0.227,0.0096,-0.0094,0.2581,5
2018-09-30,0.0346,0.0067,-0.0075,-0.0121,2
2018-10-01,-0.2952,-0.7406,-0.006,-0.0662,6
2018-10-02,0.0086,0.0902,-0.0048,-0.1206,9
2018-10-03,-0.045,0.2867,-0.1644,0.1204,13
2018-10-04,-0.7892,0.2007,-0.1315,0.1121,5
2018-10-05,-0.2154,-0.3412,-0.7887,0.7078,8
2018-10-06,-0.1508,-0.1286,-0.631,0.2459,3
2018-10-07,-0.1056,-0.09,0.0997,-0.28,4
2018-10-08,-0.9478,-0.063,0.0798,-0.102,5
2018-10-09,0.0758,-0.2071,-0.618,0.0626,16
2018-10-10,-0.0168,-0.145,-0.3249,-0.179,11
2018-10-11,-0.9074,-0.1015,-0.2599,0.4187,4
2018-10-12,0.1886,-0.3875,-0.8968,0.3559,10
2018-10-13,0.6436,-0.2712,-0.7174,0.0758,2
2018-10-14,0.4505,-0.1899,-0.3229,0.0483,4
2018-10-15,-0.2791,-0.1329,-0.4604,0.6509,11
2018-10-16,-0.1183,0.741,-0.8935,-0.0353,11
2018-10-17,0.3343,-0.9577,0.4717,-0.0555,17
2018-10-18,-0.4783,0.2522,-0.06,-0.2805,10
2018-10-19,0.9416,0.0439,-0.0162,-0.1613,8
2018-10-20,0.8017,0.0307,0.8584,0.484,4
2018-10-21,0.1781,0.0215,0.0812,0.4114,2
2018-10-22,0.1805,-0.3699,-0.0845,-0.4408,8
2018-10-23,-0.4838,0.9383,0.0644,0.389,8
2018-10-24,0.0836,0.2664,-0.8542,0.3306,12
2018-10-25,-0.0028,-0.446,0.323,0.2811,12
2018-10-26,0.404,0.6103,0.2584,-0.9514,7
2018-10-27,0.0482,0.4272,0.2067,-0.9594,2
2018-10-28,-0.0121,0.2868,0.372,0.0276,5
2018-10-29,0.1185,-0.0029,0.2976,0.0235,11
2018-10-30,0.9259,0.6873,0.238,0.3839,5
2018-10-31,0.8349,-0.922,0.1904,0.0378,6
2018-11-01,-0.1311,-0.587,0.1524,0.7508,8
2018-11-02,-0.9635,0.3708,0.1219,0.3406,6
2018-11-03,0.2385,0.2596,0.0975,0.0043,2
2018-11-04,0.1006,0.1817,0.078,0.0037,3
2018-11-05,-0.3076,-0.9303,0.0528,0.6856,9
2018-11-06,-0.4912,0.47,0.0422,0.3136,6
2018-11-07,0.8265,0.0802,0.0338,-0.2763,6
2018-11-08,-0.2419,0.0561,-0.5948,-0.0006,7
2018-11-09,-0.9003,0.0909,-0.4758,-0.2097,7
2018-11-10,0.8776,0.0636,-0.3807,-0.0206,5
2018-11-11,0.6143,0.009,-0.3045,-0.0175,2
2018-11-12,-0.6455,0.1972,-0.2436,-0.0149,3
2018-11-13,0.2823,-0.3738,-0.1949,0.0984,10
2018-11-14,0.2185,0.0175,0.0205,-0.032,13
2018-11-15,0.2908,-0.1095,-0.8049,0.2751,10
2018-11-16,0.4712,0.0658,-0.6439,0.0055,5
2018-11-17,0.3298,0.192,-0.084,0.0047,3
2018-11-18,0.2309,0.1344,-0.0672,0.8293,1
2018-11-19,-0.9441,0.0941,-0.0538,0.5448,4
2018-11-20,-0.1412,0.0374,0.284,-0.0762,14
2018-11-21,-0.0988,0.1642,0.2272,0.0175,2
2018-11-22,-0.3329,0.9315,0.8214,0.399,8
2018-11-23,-0.2331,-0.959,0.6571,-0.4666,5
2018-11-24,-0.1631,0.0426,0.5257,-0.3967,1
2018-11-25,-0.1142,0.0298,0.4206,-0.3372,0
2018-11-26,-0.0431,0.1442,0.7071,0.0541,12
2018-11-27,0.812,-0.8342,0.5657,-0.8771,5
2018-11-28,-0.1715,-0.8367,0.4526,-0.6837,4
2018-11-29,-0.7262,-0.5857,0.3621,0.368,5
2018-11-30,-0.376,-0.41,-0.5238,0.0039,13
2018-12-01,-0.8419,-0.287,-0.3254,0.3822,7
2018-12-02,0.1439,0.0375,-0.224,0.3248,8
2018-12-03,-0.2477,-0.0328,-0.0719,0.1906,18
2018-12-04,0.2387,0.0585,0.5712,0.169,12
2018-12-05,-0.9508,0.041,0.0024,0.0776,9
2018-12-06,-0.9477,0.3539,0.0019,-0.1397,7
2018-12-07,-0.4169,-0.0659,0.0015,-0.2387,8
2018-12-08,-0.2918,-0.0461,-0.1219,-0.2029,2
2018-12-09,-0.2043,-0.9026,0.0009,0.5748,3
2018-12-10,0.3163,0.6359,0.0007,0.0085,7
2018-12-11,-0.7042,-0.5493,-0.9654,-0.4388,5
2018-12-12,-0.4923,0.0316,-0.7723,0.4332,9
2018-12-13,-0.0203,-0.0744,-0.6179,-0.2201,12
2018-12-14,0.3243,-0.4032,-0.1189,-0.0653,13
2018-12-15,0.227,-0.2822,-0.2203,-0.0096,4
2018-12-16,0.5757,-0.151,0.9246,-0.0082,3
2018-12-17,-0.4404,-0.1406,-0.87,0.0667,11
2018-12-18,-0.6083,0.5801,-0.696,-0.4938,10
2018-12-19,-0.4258,-0.3209,0.8522,-0.1084,9
2018-12-20,-0.113,-0.022,0.6818,0.0398,10
2018-12-21,-0.4217,0.3812,-0.9201,0.7896,8
2018-12-22,-0.9629,0.2669,0.7828,0.6712,2
2018-12-23,-0.674,0.1868,0.6262,0.5705,0
2018-12-24,-0.0191,-0.5844,0.2913,0.4722,9
2018-12-25,-0.0134,-0.2722,0.233,0.4013,1
2018-12-26,0.1307,0.2562,0.1864,0.0898,12
2018-12-27,0.0847,0.0541,0.1491,0.2057,8
2018-12-28,0.0652,0.1396,0.626,-0.311,14
2018-12-29,-0.3444,0.0977,0.5008,-0.2644,1
2018-12-30,-0.2411,-0.3642,0.4006,-0.2247,1
2018-12-31,-0.221,0.4474,0.3205,0.8004,9
2019-01-01,0.4726,0.1501,-0.9626,-0.0367,12
2019-01-02,0.25,-0.4875,-0.7701,0.1792,13
2019-01-03,-0.9267,-0.6235,-0.6161,-0.4581,7
2019-01-04,0.8662,-0.9172,-0.4929,0.1684,5
2019-01-05,0.6063,0.0227,-0.3943,0.1432,1
2019-01-06,0.4244,0.0159,-0.3154,0.1217,0
2019-01-07,0.482,0.2815,-0.2523,-0.4979,9
2019-01-08,0.2797,-0.0226,-0.2019,-0.1761,11
2019-01-09,-0.9514,-0.5115,-0.1615,-0.0308,8
2019-01-10,0.9179,0.4313,-0.1292,-0.3539,9
2019-01-11,-0.6111,-0.4031,-0.1034,0.3256,7
2019-01-12,-0.4278,-0.2822,-0.0827,0.1498,2
2019-01-13,-0.2994,-0.1975,-0.0661,-0.6104,3
2019-01-14,0.9277,-0.0327,0.0886,-0.0584,6
2019-01-15,0.0172,-0.0062,-0.9254,-0.3016,8
2019-01-16,-0.3624,0.0241,-0.7403,0.3853,7
2019-01-17,0.2296,0.1807,0.8442,0.0872,12
2019-01-18,0.1166,0.2069,0.6754,-0.9243,8
2019-01-19,0.0816,0.7174,0.5403,-0.6093,2
2019-01-20,-0.9236,0.0947,0.4322,-0.3644,4
2019-01-21,0.3117,-0.8789,0.8909,0.1333,12
2019-01-22,0.1665,-0.8793,0.7127,0.2881,9
2019-01-23,0.9144,0.5696,0.5702,0.0159,10
2019-01-24,0.121,0.3987,0.4561,-0.6933,4
2019-01-25,0.1476,0.2791,0.9289,0.1249,9
2019-01-26,0.1033,0.1954,0.8486,0.1061,1
2019-01-27,0.0723,-0.0991,0.9285,0.0902,2
2019-01-28,0.8497,0.6035,0.0998,0.2382,13
2019-01-29,0.7764,0.4224,0.0798,0.1961,8
2019-01-30,0.7911,0.2957,0.0639,0.2345,6
2019-01-31,0.788,0.0322,0.0511,-0.0098,5
2019-02-01,-0.0911,0.0225,0.0409,-0.1424,11
2019-02-02,-0.0637,0.0158,0.0327,-0.6695,5
2019-02-03,-0.0446,0.011,0.8753,-0.5691,1
2019-02-04,0.4765,-0.5169,0.7002,0.1522,7
2019-02-05,0.867,-0.3618,-0.1662,0.423,4
2019-02-06,0.0549,-0.2533,-0.133,0.0765,9
2019-02-07,-0.0514,-0.1773,0.8975,-0.0065,7
2019-02-08,-0.1553,0.7819,-0.708,0.9233,10
2019-02-09,-0.1087,0.5473,-0.5664,-0.0185,2
2019-02-10,-0.0761,0.3831,-0.4531,0.2613,2
2019-02-11,0.8824,-0.4659,-0.3625,-0.127,9
2019-02-12,0.3218,0.8021,-0.29,-0.082,7
2019-02-13,-0.4358,0.5615,-0.232,0.028,13
2019-02-14,-0.1647,0.393,0.118,0.1985,7
2019-02-15,-0.897,-0.9651,0.0944,0.8695,6
2019-02-16,-0.6279,-0.6756,0.0755,0.8725,1
2019-02-17,-0.3494,0.4607,0.0604,0.911,3
2019-02-18,-0.5634,-0.1448,0.0483,0.0119,7
2019-02-19,-0.8903,0.035,0.0387,-0.4116,9
2019-02-20,-0.2273,0.6072,0.0309,0.1257,17
2019-02-21,-0.3192,0.8866,0.0247,-0.0877,10
2019-02-22,0.0293,0.2799,0.0198,0.5311,23
2019-02-23,0.0205,0.196,0.0158,0.8868,1
2019-02-24,0.0144,0.1372,0.0127,-0.2032,2
2019-02-25,-0.9513,-0.9459,0.0101,0.688,6
2019-02-26,-0.7596,-0.6621,-0.7165,0.2799,7
2019-02-27,0.6656,-0.0833,-0.5732,0.4815,7
2019-02-28,0.5746,0.914,0.8524,0.5793,7
2019-03-01,0.1598,0.6398,0.6819,-0.2328,7
2019-03-02,0.0024,0.4479,0.5455,0.0928,5
2019-03-03,0.298,0.3135,0.9224,0.2585,5
2019-03-04,0.5437,-0.2069,0.7379,0.5487,11
2019-03-05,0.584,0.9064,0.5903,0.9297,4
2019-03-06,0.8967,0.6345,0.8531,0.0214,5
2019-03-07,0.0666,-0.0665,0.6825,-0.462,5
2019-03-08,-0.5394,0.03,0.0241,0.2197,9
2019-03-09,0.5616,0.021,0.0193,0.1867,2
2019-03-10,0.3931,0.0147,0.0154,0.1587,0
2019-03-11,-0.0483,0.0103,-0.7037,0.2554,7
2019-03-12,-0.579,-0.9546,0.588,-0.4725,8
2019-03-13,-0.2438,-0.0315,0.4704,-0.3263,7
2019-03-14,-0.1706,0.3099,0.3763,0.219,5
2019-03-15,-0.0387,0.4044,0.3011,0.0598,9
2019-03-16,-0.0271,0.0362,0.2408,0.1619,5
2019-03-17,-0.019,0.0253,0.1927,0.9171,1
2019-03-18,0.608,0.4737,-0.9129,-0.2465,12
2019-03-19,0.4026,0.3316,0.5968,-0.6144,6
2019-03-20,-0.9318,0.4869,0.8638,0.262,8
2019-03-21,0.0508,0.2136,0.691,0.2406,11
2019-03-22,-0.9556,-0.0605,-0.7196,0.0733,12
2019-03-23,-0.0057,0.0181,-0.0059,0.0564,7
2019-03-24,-0.004,0.0127,-0.0047,0.0479,0
2019-03-25,-0.1089,0.1732,-0.9176,0.0407,4
2019-03-26,-0.0439,0.1044,-0.1875,-0.2934,8
2019-03-27,0.1599,0.6798,-0.15,-0.1697,14
2019-03-28,-0.8982,0.1345,-0.1696,0.1084,8
2019-03-29,0.4788,0.9291,0.0944,0.2262,16
2019-03-30,0.1626,0.6504,0.1131,0.1922,2
2019-03-31,-0.1809,0.8781,0.0905,0.0782,4
2019-04-01,0.5535,0.852,0.0724,0.0845,10
2019-04-02,0.3874,0.2025,-0.0,0.2924,11
2019-04-03,-0.6164,-0.4326,-0.1921,-0.6219,9
2019-04-04,-0.456,0.8408,0.4182,-0.3479,11
2019-04-05,0.3121,0.4404,-0.1895,-0.1364,12
2019-04-06,0.2185,0.3082,0.0498,-0.4228,3
2019-04-07,0.1529,-0.9667,0.0398,-0.1154,4
2019-04-08,-0.8707,-0.6767,0.0802,0.4031,9
2019-04-09,0.2208,0.4326,0.8956,-0.2405,12
2019-04-10,-0.202,0.3029,0.7165,0.1476,8
2019-04-11,-0.0221,0.3505,-0.206,-0.3671,9
2019-04-12,0.8249,0.3083,-0.8784,-0.3121,3
2019-04-13,0.5774,0.2158,-0.7027,-0.9567,1
2019-04-14,0.4042,0.1511,-0.3417,-0.8132,1
2019-04-15,0.662,0.1057,0.4094,0.5416,5
2019-04-16,0.2692,0.074,0.3602,0.2551,5
2019-04-17,-0.3382,0.0518,0.9063,-0.0616,9
2019-04-18,-0.3327,0.1115,0.6249,-0.4537,9
2019-04-19,-0.0239,-0.0925,0.9095,0.4123,9
2019-04-20,0.1349,-0.0648,0.7276,0.0149,2
2019-04-21,0.6206,-0.0453,0.5821,0.7637,4
2019-04-22,-0.1492,-0.0167,0.7803,-0.9589,8
2019-04-23,-0.6898,0.1228,0.6242,0.0958,8
2019-04-24,-0.1928,-0.2834,0.8557,-0.0076,13
2019-04-25,0.0665,-0.1984,0.6846,-0.5136,10
2019-04-26,-0.03,0.4508,-0.0257,-0.9503,11
2019-04-27,0.0615,0.3156,-0.2663,-0.8078,3
2019-04-28,0.0746,0.2209,-0.213,-0.6866,1
2019-04-29,-0.1922,0.1546,-0.0047,0.0973,7
2019-04-30,0.1993,0.8714,0.3227,-0.0503,12
2019-05-01,0.7339,-0.7502,0.2582,-0.0427,2
2019-05-02,-0.0493,-0.5251,0.8945,-0.2711,8
2019-05-03,0.0395,-0.082,-0.0801,-0.446,7
2019-05-04,-0.0124,-0.0574,-0.0641,0.6198,5
2019-05-05,-0.0086,-0.0402,-0.0513,0.3574,2
2019-05-06,0.0889,-0.0081,-0.409,0.3231,10
2019-05-07,-0.2155,0.6174,-0.3272,0.2217,7
2019-05-08,0.7007,0.0201,0.8595,-0.0093,11
2019-05-09,-0.4236,-0.0284,0.6876,-0.1257,9
2019-05-10,0.026,-0.0198,0.3098,-0.055,6
2019-05-11,0.0182,-0.0139,-0.8919,-0.0468,1
2019-05-12,0.0127,-0.0097,0.0098,0.9133,3
2019-05-13,-0.959,-0.4168,0.0078,0.7136,4
2019-05-14,0.0147,-0.1115,0.8488,0.1129,5
2019-05-15,0.0103,0.7437,-0.0132,0.2035,6
2019-05-16,-0.9593,0.6346,-0.3273,0.0618,11
2019-05-17,-0.7922,0.4442,-0.5578,0.3652,14
2019-05-18,0.3498,0.9213,0.1996,0.0262,7
2019-05-19,0.2449,-0.2262,0.0266,-0.1063,3
2019-05-20,-0.463,-0.1583,-0.4993,0.1556,18
2019-05-21,-0.3063,-0.1108,-0.72,-0.1,13
2019-05-22,0.8891,-0.8711,-0.576,-0.1126,5
2019-05-23,0.6224,-0.6098,0.7722,-0.5029,2
2019-05-24,0.9087,0.2582,0.4766,0.2813,11
2019-05-25,0.6044,0.1808,0.3813,0.1047,2
2019-05-26,0.4231,-0.8763,0.2653,0.089,2
2019-05-27,0.2962,-0.6134,0.0223,0.0233,8
2019-05-28,-0.2914,0.8781,-0.9437,0.0787,10
2019-05-29,-0.4768,0.6968,0.2259,0.0676,12
2019-05-30,0.0382,0.4878,0.45,-0.1391,14
2019-05-31,0.1433,0.3414,-0.1656,-0.7003,9
2019-06-01,0.1003,0.239,-0.1324,-0.9598,1
2019-06-02,0.0702,0.1673,-0.106,-0.008,1
2019-06-03,-0.362,0.064,-0.2513,0.2207,9
2019-06-04,-0.2534,0.0448,-0.201,0.1876,0
2019-06-05,-0.1774,0.0314,-0.1608,0.2261,2
2019-06-06,-0.1242,0.022,-0.1287,0.1921,0
2019-06-07,-0.0869,0.0154,-0.1029,0.1633,0
2019-06-08,-0.8358,0.0108,-0.0823,0.4487,3
2019-06-09,-0.5851,0.0075,-0.0659,0.0554,1
2019-06-10,-0.4095,0.1252,-0.899,0.1667,5
2019-06-11,-0.2867,-0.3918,-0.2541,0.1541,9
2019-06-12,-0.5538,-0.2743,-0.2033,-0.3865,9
2019-06-13,-0.1498,-0.192,-0.9119,0.0066,7
2019-06-14,-0.1752,0.8872,-0.6503,0.0234,17
2019-06-15,-0.1227,0.9014,-0.2051,0.0199,2
2019-06-16,0.0482,0.631,0.595,0.1074,3
2019-06-17,0.2912,0.4417,-0.9183,0.1756,8
2019-06-18,0.2038,0.3092,0.2443,-0.025,5
2019-06-19,-0.4884,0.2164,0.0592,-0.1887,8
2019-06-20,-0.4016,0.8473,0.0474,-0.0691,8
2019-06-21,-0.1996,-0.2864,0.0379,-0.0703,5
2019-06-22,0.9111,-0.2004,0.0303,-0.0598,1
2019-06-23,0.6378,-0.1403,0.6165,0.4792,3
2019-06-24,-0.0016,0.7098,-0.943,0.4391,8
2019-06-25,-0.0063,0.3942,-0.7544,0.2157,9
2019-06-26,-0.4867,0.3273,-0.9506,0.1998,14
2019-06-27,0.1149,0.6032,-0.5753,0.0378,12
2019-06-28,-0.3628,0.4771,0.3587,-0.1251,14
2019-06-29,-0.5691,0.3619,0.5967,-0.1063,6
2019-06-30,-0.796,0.2533,0.4773,-0.0619,2
2019-07-01,0.1551,0.1773,0.3819,0.4843,8
2019-07-02,0.2176,-0.4437,0.2809,-0.0724,9
2019-07-03,-0.4571,0.5948,0.3449,0.0006,15
2019-07-04,0.5706,0.4164,0.8352,0.4284,5
2019-07-05,0.0103,0.2915,0.4842,-0.2222,8
2019-07-06,-0.9477,0.204,0.0863,-0.3394,4
2019-07-07,-0.6634,-0.9608,0.069,0.4763,4
2019-07-08,-0.3415,0.8292,-0.0755,0.4002,9
2019-07-09,-0.4056,-0.1416,-0.7166,0.2901,10
2019-07-10,-0.5416,0.5692,-0.3861,-0.1059,8
2019-07-11,-0.7815,0.8572,-0.2599,0.0605,6
2019-07-12,-0.547,0.6,-0.5054,-0.3066,9
2019-07-13,-0.9534,0.42,-0.0576,-0.207,5
2019-07-14,-0.6674,0.294,-0.0461,-0.176,0
2019-07-15,-0.499,0.578,-0.6971,0.4677,14
2019-07-16,-0.3493,0.5434,-0.2914,0.0769,9
2019-07-17,0.9056,-0.2359,0.884,0.3361,10
2019-07-18,0.0418,-0.1652,-0.3868,-0.2873,11
2019-07-19,0.3414,0.7872,0.5338,0.0522,8
2019-07-20,-0.4319,0.0277,0.427,-0.0116,4
2019-07-21,-0.3023,0.0194,0.3416,-0.0099,0
2019-07-22,0.3444,0.0136,-0.2569,0.2525,13
2019-07-23,0.2411,0.2908,-0.8732,-0.2886,7
2019-07-24,-0.3536,0.2795,-0.5808,-0.1303,8
2019-07-25,0.1005,0.2119,-0.4646,-0.4342,8
2019-07-26,-0.6662,-0.8215,0.3245,0.211,12
2019-07-27,-0.7859,-0.575,0.2596,-0.2403,4
2019-07-28,-0.5501,-0.4025,0.2077,-0.2043,0
2019-07-29,-0.1959,-0.2818,0.1661,-0.1736,3
2019-07-30,-0.2408,-0.9336,0.1329,-0.3618,5
2019-07-31,-0.1686,-0.1414,-0.5001,-0.0612,10
2019-08-01,0.5737,0.0113,0.917,0.0907,11
2019-08-02,-0.8747,0.0231,0.0218,0.8232,8
2019-08-03,-0.9477,-0.0818,0.0174,0.6997,3
2019-08-04,-0.6634,-0.0573,0.8381,0.5948,1
2019-08-05,-0.6162,0.3837,0.8924,0.5704,10
2019-08-06,-0.2323,0.2298,-0.9424,0.3414,11
2019-08-07,0.359,0.6208,0.9232,0.063,12
2019-08-08,0.0988,0.4512,-0.0032,-0.0557,15
2019-08-09,-0.4699,0.9278,0.3207,-0.0197,12
2019-08-10,-0.929,0.6495,0.2566,-0.0167,1
2019-08-11,-0.6503,0.4546,0.2052,-0.0142,0
2019-08-12,-0.4552,0.3182,0.1642,-0.0121,0
2019-08-13,-0.3186,0.2228,0.1314,-0.0103,0
2019-08-14,-0.2231,0.1559,0.1051,-0.0087,0
2019-08-15,-0.1561,0.1092,0.0841,-0.0074,0
2019-08-16,-0.9484,0.0764,-0.6176,-0.0535,3
2019-08-17,-0.1636,-0.7484,0.1951,0.1398,7
2019-08-18,-0.1145,-0.8921,0.1561,0.3884,3
2019-08-19,-0.008,0.9298,0.6022,-0.1553,8
2019-08-20,-0.1559,0.109,-0.7041,-0.0502,13
2019-08-21,0.4022,0.0388,0.2665,-0.1169,13
2019-08-22,0.7864,0.2904,0.3079,0.9166,10
2019-08-23,-0.0815,0.2099,0.7996,-0.9516,8
2019-08-24,-0.3665,0.1469,0.7518,-0.0277,5
2019-08-25,0.7441,0.1029,0.6014,-0.0235,1
2019-08-26,-0.6594,0.072,0.8007,-0.02,2
2019-08-27,-0.7606,-0.3407,0.6406,0.0732,11
2019-08-28,0.7112,0.5133,0.5124,-0.1411,9
2019-08-29,0.4362,0.8666,0.0088,0.2876,8
2019-08-30,-0.1407,0.1413,0.2721,-0.2214,13
2019-08-31,-0.8258,0.0989,0.2177,0.3624,3
2019-09-01,-0.3343,0.0692,0.1741,0.7222,3
2019-09-02,0.2262,0.4913,0.8555,0.4374,12
2019-09-03,-0.3753,0.3439,0.172,0.2981,13
2019-09-04,-0.5352,0.2816,0.1376,-0.1446,8
2019-09-05,0.443,0.4238,-0.9392,-0.1229,6
2019-09-06,-0.1782,0.7675,0.7923,0.078,8
2019-09-07,-0.8512,-0.0524,0.6338,0.0816,5
2019-09-08,-0.2255,-0.0367,0.5071,0.1056,3
2019-09-09,-0.0082,-0.0257,0.4057,0.0898,1
2019-09-10,-0.0057,-0.018,0.3245,0.0884,2
2019-09-11,-0.004,0.0742,0.6341,-0.0923,9
2019-09-12,0.4128,0.4479,0.5073,0.0182,4
2019-09-13,0.0461,0.0414,0.9286,0.1333,8
2019-09-14,-0.9556,0.029,0.7429,-0.7698,2
2019-09-15,0.3229,0.0203,0.5943,0.1725,3
2019-09-16,-0.3906,0.2196,-0.0318,0.2476,11
2019-09-17,0.8824,0.9342,-0.0254,-0.1995,6
2019-09-18,0.6381,-0.192,-0.0218,0.107,14
2019-09-19,-0.8796,0.3728,-0.0174,-0.0248,15
2019-09-20,-0.9492,0.261,0.8748,0.0773,10
2019-09-21,-0.6644,-0.9105,0.6998,0.0657,1
2019-09-22,0.7667,-0.6374,0.5599,0.0559,1
2019-09-23,0.0278,0.3255,-0.9086,0.018,12
2019-09-24,-0.4474,0.343,-0.0259,0.0153,8
2019-09-25,0.4212,0.3878,0.1824,-0.0025,13
2019-09-26,-0.0953,0.3009,-0.1343,-0.1337,13
2019-09-27,-0.0111,0.2106,0.1262,-0.2591,10
2019-09-28,-0.649,0.1474,0.1009,-0.8781,2
2019-09-29,-0.4543,0.1032,0.0807,-0.7464,0
2019-09-30,0.1413,0.0329,-0.6366,-0.088,10
2019-10-01,0.2236,-0.2961,-0.9617,0.1299,13
2019-10-02,0.1937,0.547,-0.7694,-0.0341,11
2019-10-03,0.4375,0.5085,0.1286,0.0171,14
2019-10-04,0.3582,-0.2323,0.189,0.3488,12
2019-10-05,0.7402,-0.1626,0.1512,-0.3436,2
2019-10-06,0.5181,-0.1138,0.1865,0.5261,4
2019-10-07,0.2786,-0.0797,0.2588,-0.9023,7
2019-10-08,0.296,0.1684,-0.0678,0.62,9
2019-10-09,-0.0587,0.1188,0.4037,0.0484,11
2019-10-10,0.2616,0.0831,0.9126,0.3399,14
2019-10-11,0.409,-0.4526,-0.0615,0.1184,11
2019-10-12,0.2986,-0.9413,-0.0492,0.4087,4
2019-10-13,0.9374,-0.6589,-0.9278,0.3474,2
2019-10-14,0.1056,0.9142,-0.8823,0.0518,5
2019-10-15,-0.5514,-0.9071,-0.7058,0.0576,8
2019-10-16,0.1183,-0.0846,0.8017,-0.0928,13
2019-10-17,0.0887,-0.1146,0.8644,0.1852,13
2019-10-18,-0.022,0.2987,0.6448,0.1565,13
2019-10-19,-0.9539,0.2091,-0.5117,0.133,2
2019-10-20,-0.6677,0.1168,-0.4094,0.0592,2
2019-10-21,-0.3881,0.4451,0.4577,-0.2752,11
2019-10-22,-0.0275,0.8147,0.5736,-0.3912,8
2019-10-23,0.5716,0.9092,0.2902,0.0416,13
2019-10-24,0.3773,0.1749,0.8664,-0.892,12
2019-10-25,0.3625,0.1224,0.7144,-0.0017,10
2019-10-26,-0.9058,0.0857,0.5715,-0.0014,1
2019-10-27,-0.6341,0.06,0.4572,-0.0012,0
2019-10-28,-0.6541,-0.316,0.3658,-0.7086,11
2019-10-29,0.2566,0.2804,0.5362,0.1246,13
2019-10-30,-0.1438,-0.3389,0.0349,-0.3174,12
2019-10-31,-0.458,0.2579,-0.0117,0.3746,12
2019-11-01,-0.0014,-0.8369,0.1184,-0.4716,9
2019-11-02,0.837,-0.5858,0.0947,0.1968,3
2019-11-03,0.5859,-0.4101,0.0758,0.0002,1
2019-11-04,0.411,0.1367,0.0195,0.0203,11
2019-11-05,0.2857,0.2757,0.0156,0.0244,11
2019-11-06,0.531,0.6921,0.0125,-0.3249,10
2019-11-07,0.5787,0.8216,-0.876,0.2261,7
2019-11-08,-0.0055,0.379,0.7955,0.6148,10
2019-11-09,0.8494,0.2653,0.6364,0.0209,4
2019-11-10,0.5946,0.1857,-0.0159,0.0178,1
2019-11-11,0.4192,0.0261,0.8766,0.3747,5
2019-11-12,0.1014,0.416,0.0732,0.4266,13
2019-11-13,0.1238,-0.3865,0.7766,0.1392,14
2019-11-14,0.3326,0.0438,0.6213,0.8622,5
2019-11-15,0.6698,0.0307,0.497,0.4522,7
2019-11-16,-0.4125,0.0791,0.3976,0.3843,3
2019-11-17,0.0095,0.0554,0.3181,0.3267,1
2019-11-18,0.1313,0.0388,0.6033,0.4077,10
2019-11-19,0.1768,0.2304,-0.4782,-0.6034,11
2019-11-20,0.0257,0.4509,-0.3825,-0.1637,11
2019-11-21,-0.2186,0.5432,-0.306,-0.823,10
2019-11-22,-0.2414,-0.1422,0.8455,-0.0213,9
2019-11-23,0.345,-0.0995,0.6764,0.0254,2
2019-11-24,0.2415,-0.0697,0.5411,-0.0135,1
2019-11-25,-0.1206,0.0927,0.4329,0.4464,5
2019-11-26,0.2851,-0.603,-0.3615,0.2869,13
