date,sentiment_score,article_count,positive_count,negative_count,neutral_count,sentiment_label,macro_pakistan_score,psx_market_score,energy_oil_score,banking_finance_score,geopolitical_global_score,political_stability_score,pakistani_media_score,international_media_pakistan_score,psx_official_corporate_score,sector_specific_score
2014-11-03,-0.068925,0,0,0,0,positive,0.0481,0.0426,0.1717,-0.0382,-0.0371,-0.07953333333333333,0.35085,0.1437,0.0,0.0
2014-11-04,-0.068925,0,0,0,0,positive,0.0481,0.0426,0.1717,-0.0382,-0.0371,-0.07953333333333333,0.35085,0.1437,0.0,0.0
2014-11-05,0.022553333333333328,15,0,0,15,neutral,0.0481,0.0426,0.1717,-0.0382,-0.02875,0.03044615384615384,0.35085,0.1437,0.0,0.0
2014-11-06,0.170075,8,1,0,7,neutral,0.0481,0.0426,0.1717,-0.0382,0.49095,0.06311666666666667,0.35085,0.1437,0.0,0.0
2014-11-07,0.111375,4,0,0,4,neutral,0.0481,0.0426,0.1717,-0.0382,0.0507,0.13160000000000002,0.35085,0.1437,0.0,0.0
2014-11-08,0.111375,0,0,0,0,neutral,0.0481,0.0426,0.1717,-0.0382,0.0507,0.13160000000000002,0.35085,0.1437,0.0,0.0
2014-11-09,0.111375,0,0,0,0,neutral,0.0481,0.0426,0.1717,-0.0382,0.0507,0.13160000000000002,0.35085,0.1437,0.0,0.0
2014-11-10,-0.020233333333333336,6,0,0,6,neutral,0.0481,0.0426,0.1717,-0.0382,0.0507,-0.020233333333333336,0.35085,0.1437,0.0,0.0
2014-11-11,0.06162500000000001,8,1,2,5,neutral,0.0481,0.0426,0.1717,-0.0382,0.08055,0.05531666666666668,0.35085,0.1437,0.0,0.0
2014-11-12,0.07133333333333333,6,0,0,6,neutral,0.0481,0.0426,0.1717,-0.0382,0.08055,0.07133333333333333,0.35085,0.1437,0.0,0.0
2014-11-13,-0.04506666666666667,3,0,0,3,neutral,0.0481,0.0426,0.1717,-0.0382,0.0405,-0.08785000000000001,0.35085,0.1437,0.0,0.0
2014-11-14,0.212875,4,1,0,3,neutral,0.0481,0.0426,0.1717,-0.0382,0.0405,0.212875,0.35085,0.1437,0.0,0.0
2014-11-15,0.212875,0,0,0,0,neutral,0.0481,0.0426,0.1717,-0.0382,0.0405,0.212875,0.35085,0.1437,0.0,0.0
2014-11-16,0.212875,0,0,0,0,neutral,0.0481,0.0426,0.1717,-0.0382,0.0405,0.212875,0.35085,0.1437,0.0,0.0
2014-11-17,0.0013333333333333346,9,0,1,8,neutral,0.0481,0.0426,0.1717,-0.0382,0.0405,0.0013333333333333346,0.35085,0.1437,0.0,0.0
2014-11-18,0.45144999999999996,2,1,0,1,positive,0.0481,0.0426,0.1717,-0.0382,0.8714,0.0315,0.35085,0.1437,0.0,0.0
2014-11-19,0.45144999999999996,0,0,0,0,positive,0.0481,0.0426,0.1717,-0.0382,0.8714,0.0315,0.35085,0.1437,0.0,0.0
2014-11-20,0.06644444444444444,9,0,0,9,neutral,0.0481,0.0426,0.1717,-0.0382,0.0588,0.06739999999999999,0.35085,0.1437,0.0,0.0
2014-11-21,0.041999999999999996,5,0,0,5,neutral,0.0481,0.0426,0.1717,-0.0382,-0.013200000000000003,0.0788,0.35085,0.1437,0.0,0.0
2014-11-22,0.041999999999999996,0,0,0,0,neutral,0.0481,0.0426,0.1717,-0.0382,-0.013200000000000003,0.0788,0.35085,0.1437,0.0,0.0
2014-11-23,0.041999999999999996,0,0,0,0,neutral,0.0481,0.0426,0.1717,-0.0382,-0.013200000000000003,0.0788,0.35085,0.1437,0.0,0.0
2014-11-24,0.14781249999999999,8,1,0,7,neutral,0.0481,0.0426,0.1717,-0.0382,-0.013200000000000003,0.14781249999999999,0.35085,0.1437,0.0,0.0
2014-11-25,-0.7109,1,0,1,0,negative,0.0481,0.0426,0.1717,-0.0382,-0.7109,0.14781249999999999,0.35085,0.1437,0.0,0.0
2014-11-26,-0.7109,0,0,0,0,negative,0.0481,0.0426,0.1717,-0.0382,-0.7109,0.14781249999999999,0.35085,0.1437,0.0,0.0
2014-11-27,-0.7109,0,0,0,0,negative,0.0481,0.0426,0.1717,-0.0382,-0.7109,0.14781249999999999,0.35085,0.1437,0.0,0.0
2014-11-28,-0.7864,1,0,1,0,negative,0.0481,0.0426,0.1717,-0.0382,-0.7109,-0.7864,0.35085,0.1437,0.0,0.0
2014-11-29,-0.7864,0,0,0,0,negative,0.0481,0.0426,0.1717,-0.0382,-0.7109,-0.7864,0.35085,0.1437,0.0,0.0
2014-11-30,-0.7864,0,0,0,0,negative,0.0481,0.0426,0.1717,-0.0382,-0.7109,-0.7864,0.35085,0.1437,0.0,0.0
2014-12-01,0.0413,3,0,0,3,neutral,0.0481,0.0426,0.1717,-0.0382,-0.7109,0.0413,0.35085,0.1437,0.0,0.0
2014-12-02,-0.056674999999999996,4,0,1,3,neutral,0.0481,0.0426,0.1717,-0.0382,-0.7109,-0.056674999999999996,0.35085,0.1437,0.0,0.0
2014-12-03,0.10226666666666667,6,1,0,5,neutral,0.0481,0.0426,0.1717,-0.0382,-0.7109,0.10226666666666667,0.35085,0.1437,0.0,0.0
2014-12-04,-0.21273333333333336,6,0,2,4,neutral,0.0481,0.0426,0.1717,-0.0382,-0.4677,0.042233333333333324,0.35085,0.1437,0.0,0.0
2014-12-05,0.17924999999999996,2,1,0,1,positive,0.0481,0.0426,0.1717,-0.0382,0.591,-0.2325,0.35085,0.1437,0.0,0.0
2014-12-06,0.17924999999999996,0,0,0,0,positive,0.0481,0.0426,0.1717,-0.0382,0.591,-0.2325,0.35085,0.1437,0.0,0.0
2014-12-07,0.17924999999999996,0,0,0,0,positive,0.0481,0.0426,0.1717,-0.0382,0.591,-0.2325,0.35085,0.1437,0.0,0.0
2014-12-08,-0.13566875,16,0,3,13,neutral,0.0481,0.0426,0.1717,-0.0382,0.005660000000000001,-0.1999090909090909,0.35085,0.1437,0.0,0.0
2014-12-09,0.0196,2,0,0,2,neutral,0.0481,0.0426,0.1717,-0.0382,0.0241,0.0151,0.35085,0.1437,0.0,0.0
2014-12-10,-0.35836666666666667,3,0,1,2,neutral,0.0481,0.0426,0.1717,-0.0382,-0.1158,-0.47964999999999997,0.35085,0.1437,0.0,0.0
2014-12-11,0.241225,4,1,0,3,neutral,0.0481,0.0426,0.1717,-0.0382,0.30506666666666665,0.0497,0.35085,0.1437,0.0,0.0
2014-12-12,-0.23441111111111113,9,1,3,5,neutral,0.0481,0.0426,0.1717,-0.0382,0.30506666666666665,-0.23441111111111113,0.35085,0.1437,0.0,0.0
2014-12-13,-0.23441111111111113,0,0,0,0,neutral,0.0481,0.0426,0.1717,-0.0382,0.30506666666666665,-0.23441111111111113,0.35085,0.1437,0.0,0.0
2014-12-14,-0.23441111111111113,0,0,0,0,neutral,0.0481,0.0426,0.1717,-0.0382,0.30506666666666665,-0.23441111111111113,0.35085,0.1437,0.0,0.0
2014-12-15,0.011129999999999984,10,2,2,6,neutral,0.0481,0.0426,0.1717,-0.0382,0.4899,-0.19405714285714287,0.35085,0.1437,0.0,0.0
2014-12-16,-0.24609999999999999,8,0,2,6,neutral,0.0481,0.0426,0.1717,-0.0382,0.4899,-0.24609999999999999,0.35085,0.1437,0.0,0.0
2014-12-17,-0.16005714285714287,7,1,1,5,neutral,0.0481,0.0426,0.1717,-0.0382,0.4281,-0.25808333333333333,0.35085,0.1437,0.0,0.0
2014-12-18,-0.15769999999999998,3,0,0,3,neutral,0.0481,0.0426,0.1717,-0.0382,-0.19574999999999998,-0.0816,0.35085,0.1437,0.0,0.0
2014-12-19,-0.0433,1,0,0,1,neutral,0.0481,0.0426,0.1717,-0.0382,-0.19574999999999998,-0.0433,0.35085,0.1437,0.0,0.0
2014-12-20,-0.0433,0,0,0,0,neutral,0.0481,0.0426,0.1717,-0.0382,-0.19574999999999998,-0.0433,0.35085,0.1437,0.0,0.0
2014-12-21,-0.0433,0,0,0,0,neutral,0.0481,0.0426,0.1717,-0.0382,-0.19574999999999998,-0.0433,0.35085,0.1437,0.0,0.0
2014-12-22,-0.084025,4,0,1,3,neutral,0.0481,0.0426,0.1717,-0.0382,-0.16193333333333335,0.1497,0.35085,0.1437,0.0,0.0
2014-12-23,0.11966666666666666,3,0,0,3,neutral,0.0481,0.0426,0.1717,-0.0382,-0.16193333333333335,0.11966666666666666,0.35085,0.1437,0.0,0.0
2014-12-24,0.07426666666666666,3,0,0,3,neutral,0.0481,0.0426,0.1717,-0.0382,-0.0156,0.1192,0.35085,0.1437,0.0,0.0
2014-12-25,0.07426666666666666,0,0,0,0,neutral,0.0481,0.0426,0.1717,-0.0382,-0.0156,0.1192,0.35085,0.1437,0.0,0.0
2014-12-26,-0.06605714285714286,7,0,1,6,neutral,0.0481,0.0426,0.1717,-0.0382,-0.0156,-0.06605714285714286,0.35085,0.1437,0.0,0.0
2014-12-27,-0.06605714285714286,0,0,0,0,neutral,0.0481,0.0426,0.1717,-0.0382,-0.0156,-0.06605714285714286,0.35085,0.1437,0.0,0.0
2014-12-28,-0.06605714285714286,0,0,0,0,neutral,0.0481,0.0426,0.1717,-0.0382,-0.0156,-0.06605714285714286,0.35085,0.1437,0.0,0.0
2014-12-29,-0.1467,5,0,1,4,neutral,0.0481,0.0426,0.1717,-0.0382,0.0613,-0.1987,0.35085,0.1437,0.0,0.0
2014-12-30,-0.21882000000000001,5,0,2,3,neutral,0.0481,0.0426,0.1717,-0.0382,-0.27199999999999996,-0.18336666666666668,0.35085,0.1437,0.0,0.0
2014-12-31,-0.129,3,0,1,2,neutral,0.0481,0.0426,0.1717,-0.0382,-0.27199999999999996,-0.129,0.35085,0.1437,0.0,0.0
2015-01-01,0.10388333333333334,6,0,0,6,neutral,0.0481,0.0426,0.1717,-0.0382,0.01,0.12266000000000002,0.35085,0.1437,0.0,0.0
2015-01-02,-0.2734666666666667,3,0,1,2,neutral,0.0481,0.0426,0.1717,-0.0382,0.01,-0.2734666666666667,0.35085,0.1437,0.0,0.0
2015-01-03,-0.2734666666666667,0,0,0,0,neutral,0.0481,0.0426,0.1717,-0.0382,0.01,-0.2734666666666667,0.35085,0.1437,0.0,0.0
2015-01-04,-0.2734666666666667,0,0,0,0,neutral,0.0481,0.0426,0.1717,-0.0382,0.01,-0.2734666666666667,0.35085,0.1437,0.0,0.0
2015-01-05,-0.00862,10,0,0,10,neutral,0.0481,0.0426,0.1717,-0.0382,0.01,-0.00862,0.35085,0.1437,0.0,0.0
2015-01-06,0.02991428571428571,7,0,0,7,neutral,0.0481,0.0426,0.1717,-0.0382,0.01,0.02991428571428571,0.35085,0.1437,0.0,0.0
2015-01-07,0.1179,2,0,0,2,neutral,0.0481,0.0426,0.1717,-0.0382,0.01,0.1179,0.35085,0.1437,0.0,0.0
2015-01-08,-0.6368,2,0,1,1,negative,0.0481,0.0426,0.1717,-0.0382,0.01,-0.6368,0.35085,0.1437,0.0,0.0
2015-01-09,-0.6368,0,0,0,0,negative,0.0481,0.0426,0.1717,-0.0382,0.01,-0.6368,0.35085,0.1437,0.0,0.0
2015-01-10,-0.6368,0,0,0,0,negative,0.0481,0.0426,0.1717,-0.0382,0.01,-0.6368,0.35085,0.1437,0.0,0.0
2015-01-11,-0.6368,0,0,0,0,negative,0.0481,0.0426,0.1717,-0.0382,0.01,-0.6368,0.35085,0.1437,0.0,0.0
2015-01-12,-0.176975,8,0,2,6,neutral,0.0481,0.0426,0.1717,-0.0382,0.01,-0.176975,0.35085,0.1437,0.0,0.0
2015-01-13,0.17898,5,1,0,4,neutral,0.0481,0.0426,0.1717,-0.0382,0.01,0.17898,0.35085,0.1437,0.0,0.0
2015-01-14,0.0203,1,0,0,1,neutral,0.0481,0.0426,0.1717,-0.0382,0.01,0.0203,0.35085,0.1437,0.0,0.0
2015-01-15,-0.05669999999999999,4,0,0,4,neutral,0.0481,0.0426,0.1717,-0.0382,0.01,-0.05669999999999999,0.35085,0.1437,0.0,0.0
2015-01-16,0.03556,5,0,0,5,neutral,0.0481,0.0426,0.1717,-0.0382,0.01,0.03556,0.35085,0.1437,0.0,0.0
2015-01-17,0.03556,0,0,0,0,neutral,0.0481,0.0426,0.1717,-0.0382,0.01,0.03556,0.35085,0.1437,0.0,0.0
2015-01-18,0.03556,0,0,0,0,neutral,0.0481,0.0426,0.1717,-0.0382,0.01,0.03556,0.35085,0.1437,0.0,0.0
2015-01-19,-0.220575,8,0,2,6,neutral,0.0481,0.0426,0.1717,-0.0382,0.01,-0.220575,0.35085,0.1437,0.0,0.0
2015-01-20,-0.220575,0,0,0,0,neutral,0.0481,0.0426,0.1717,-0.0382,0.01,-0.220575,0.35085,0.1437,0.0,0.0
2015-01-21,-0.18163333333333334,3,0,1,2,neutral,0.0481,0.0426,0.1717,-0.0382,0.01,-0.18163333333333334,0.35085,0.1437,0.0,0.0
2015-01-22,-0.8852,1,0,1,0,negative,0.0481,0.0426,0.1717,-0.0382,0.01,-0.8852,0.35085,0.1437,0.0,0.0
2015-01-23,-0.3703,2,0,1,1,negative,0.0481,0.0426,0.1717,-0.0382,0.01,-0.3703,0.35085,0.1437,0.0,0.0
2015-01-24,-0.3703,0,0,0,0,negative,0.0481,0.0426,0.1717,-0.0382,0.01,-0.3703,0.35085,0.1437,0.0,0.0
2015-01-25,-0.3703,0,0,0,0,negative,0.0481,0.0426,0.1717,-0.0382,0.01,-0.3703,0.35085,0.1437,0.0,0.0
2015-01-26,-0.09412499999999999,8,1,2,5,neutral,0.0481,0.0426,0.1717,-0.0382,0.01,-0.09412499999999999,0.35085,0.1437,0.0,0.0
2015-01-27,-0.08085,4,0,1,3,neutral,0.0481,0.0426,0.1717,-0.0382,0.01,-0.08085,0.35085,0.1437,0.0,0.0
2015-01-28,-0.2608666666666667,3,0,1,2,neutral,0.0481,0.0426,0.1717,-0.0382,0.01,-0.2608666666666667,0.35085,0.1437,0.0,0.0
2015-01-29,-0.2786666666666667,3,0,1,2,neutral,0.0481,0.0426,0.1717,-0.0382,0.01,-0.2786666666666667,0.35085,0.1437,0.0,0.0
2015-01-30,-0.7182,1,0,1,0,negative,0.0481,0.0426,0.1717,-0.0382,0.01,-0.7182,0.35085,0.1437,0.0,0.0
2015-01-31,-0.7182,0,0,0,0,negative,0.0481,0.0426,0.1717,-0.0382,0.01,-0.7182,0.35085,0.1437,0.0,0.0
2015-02-01,-0.7182,0,0,0,0,negative,0.0481,0.0426,0.1717,-0.0382,0.01,-0.7182,0.35085,0.1437,0.0,0.0
2015-02-02,-0.10155714285714286,7,0,1,6,neutral,0.0481,0.0426,0.1717,-0.0382,0.01,-0.10155714285714286,0.35085,0.1437,0.0,0.0
2015-02-03,-0.36754,5,0,3,2,negative,0.0481,0.0426,0.1717,-0.0382,0.01,-0.36754,0.35085,0.1437,0.0,0.0
2015-02-04,-0.09250000000000001,3,0,0,3,neutral,0.0481,0.0426,0.1717,-0.0382,0.01,-0.09250000000000001,0.35085,0.1437,0.0,0.0
2015-02-05,-0.09250000000000001,0,0,0,0,neutral,0.0481,0.0426,0.1717,-0.0382,0.01,-0.09250000000000001,0.35085,0.1437,0.0,0.0
2015-02-06,-0.131775,8,0,2,6,neutral,0.0481,0.0426,0.1717,-0.0382,0.01,-0.131775,0.35085,0.1437,0.0,0.0
2015-02-07,-0.131775,0,0,0,0,neutral,0.0481,0.0426,0.1717,-0.0382,0.01,-0.131775,0.35085,0.1437,0.0,0.0
2015-02-08,-0.131775,0,0,0,0,neutral,0.0481,0.0426,0.1717,-0.0382,0.01,-0.131775,0.35085,0.1437,0.0,0.0
2015-02-09,-0.02391428571428571,7,0,0,7,neutral,0.0481,0.0426,0.1717,-0.0382,0.01,-0.02391428571428571,0.35085,0.1437,0.0,0.0
2015-02-10,0.15974,5,1,0,4,neutral,0.0481,0.0426,0.1717,-0.0382,0.01,0.15974,0.35085,0.1437,0.0,0.0
2015-02-11,0.08,1,0,0,1,neutral,0.0481,0.0426,0.1717,-0.0382,0.01,0.08,0.35085,0.1437,0.0,0.0
2015-02-12,-0.11636666666666666,6,0,1,5,neutral,0.0481,0.0426,0.1717,-0.0382,0.01,-0.11636666666666666,0.35085,0.1437,0.0,0.0
2015-02-13,-0.03302000000000001,5,0,0,5,neutral,0.0481,0.0426,0.1717,-0.0382,0.01,-0.03302000000000001,0.35085,0.1437,0.0,0.0
2015-02-14,-0.03302000000000001,0,0,0,0,neutral,0.0481,0.0426,0.1717,-0.0382,0.01,-0.03302000000000001,0.35085,0.1437,0.0,0.0
2015-02-15,-0.03302000000000001,0,0,0,0,neutral,0.0481,0.0426,0.1717,-0.0382,0.01,-0.03302000000000001,0.35085,0.1437,0.0,0.0
2015-02-16,0.08081428571428573,7,1,0,6,neutral,0.0481,0.0426,0.1717,-0.0382,0.01,0.08081428571428573,0.35085,0.1437,0.0,0.0
2015-02-17,-0.07445,2,0,0,2,neutral,0.0481,0.0426,0.1717,-0.0382,0.01,-0.07445,0.35085,0.1437,0.0,0.0
2015-02-18,0.0476,1,0,0,1,neutral,0.0481,0.0426,0.1717,-0.0382,0.01,0.0476,0.35085,0.1437,0.0,0.0
2015-02-19,0.0476,0,0,0,0,neutral,0.0481,0.0426,0.1717,-0.0382,0.01,0.0476,0.35085,0.1437,0.0,0.0
2015-02-20,0.273025,4,1,0,3,neutral,0.0481,0.0426,0.1717,-0.0382,0.01,0.273025,0.35085,0.1437,0.0,0.0
2015-02-21,0.273025,0,0,0,0,neutral,0.0481,0.0426,0.1717,-0.0382,0.01,0.273025,0.35085,0.1437,0.0,0.0
2015-02-22,0.273025,0,0,0,0,neutral,0.0481,0.0426,0.1717,-0.0382,0.01,0.273025,0.35085,0.1437,0.0,0.0
2015-02-23,-0.005374999999999998,4,0,0,4,neutral,0.0481,0.0426,0.1717,-0.0382,0.01,-0.005374999999999998,0.35085,0.1437,0.0,0.0
2015-02-24,-0.33215,2,0,1,1,negative,0.0481,0.0426,0.1717,-0.0382,0.01,-0.33215,0.35085,0.1437,0.0,0.0
2015-02-25,0.13365,4,1,0,3,neutral,0.0481,0.0426,0.1717,-0.0382,0.01,0.13365,0.35085,0.1437,0.0,0.0
2015-02-26,0.0433,1,0,0,1,neutral,0.0481,0.0426,0.1717,-0.0382,0.01,0.0433,0.35085,0.1437,0.0,0.0
2015-02-27,-0.16725,2,0,0,2,neutral,0.0481,0.0426,0.1717,-0.0382,0.01,-0.16725,0.35085,0.1437,0.0,0.0
2015-02-28,-0.16725,0,0,0,0,neutral,0.0481,0.0426,0.1717,-0.0382,0.01,-0.16725,0.35085,0.1437,0.0,0.0
2015-03-01,-0.16725,0,0,0,0,neutral,0.0481,0.0426,0.1717,-0.0382,0.01,-0.16725,0.35085,0.1437,0.0,0.0
2015-03-02,-0.07537777777777778,9,0,2,7,neutral,0.0481,0.0426,0.1717,-0.0382,0.01,-0.07537777777777778,0.35085,0.1437,0.0,0.0
2015-03-03,0.0703,3,0,0,3,neutral,0.0481,0.0426,0.1717,-0.0382,0.01,0.0703,0.35085,0.1437,0.0,0.0
2015-03-04,0.12126666666666668,3,0,0,3,neutral,0.0481,0.0426,0.1717,-0.0382,0.01,0.12126666666666668,0.35085,0.1437,0.0,0.0
2015-03-05,-0.16106,5,0,1,4,neutral,0.0481,0.0426,0.1717,-0.0382,0.01,-0.16106,0.35085,0.1437,0.0,0.0
2015-03-06,0.1607222222222222,9,2,0,7,neutral,0.0481,0.0426,0.1717,-0.0382,0.01,0.1607222222222222,0.35085,0.1437,0.0,0.0
2015-03-07,0.1607222222222222,0,0,0,0,neutral,0.0481,0.0426,0.1717,-0.0382,0.01,0.1607222222222222,0.35085,0.1437,0.0,0.0
2015-03-08,0.1607222222222222,0,0,0,0,neutral,0.0481,0.0426,0.1717,-0.0382,0.01,0.1607222222222222,0.35085,0.1437,0.0,0.0
2015-03-09,0.0902375,8,1,0,7,neutral,0.0481,0.0426,0.1717,-0.0382,0.01,0.0902375,0.35085,0.1437,0.0,0.0
2015-03-10,0.2226,1,0,0,1,neutral,0.0481,0.0426,0.1717,-0.0382,0.01,0.2226,0.35085,0.1437,0.0,0.0
2015-03-11,0.2226,0,0,0,0,neutral,0.0481,0.0426,0.1717,-0.0382,0.01,0.2226,0.35085,0.1437,0.0,0.0
2015-03-12,0.15655000000000002,2,0,0,2,neutral,0.0481,0.0426,0.1717,-0.0382,0.01,0.15655000000000002,0.35085,0.1437,0.0,0.0
2015-03-13,-0.043333333333333335,3,0,0,3,neutral,0.0481,0.0426,0.1717,-0.0382,0.01,-0.043333333333333335,0.35085,0.1437,0.0,0.0
2015-03-14,-0.043333333333333335,0,0,0,0,neutral,0.0481,0.0426,0.1717,-0.0382,0.01,-0.043333333333333335,0.35085,0.1437,0.0,0.0
2015-03-15,-0.043333333333333335,0,0,0,0,neutral,0.0481,0.0426,0.1717,-0.0382,0.01,-0.043333333333333335,0.35085,0.1437,0.0,0.0
2015-03-16,-0.03412499999999999,4,0,0,4,neutral,0.0481,0.0426,0.1717,-0.0382,0.01,-0.03412499999999999,0.35085,0.1437,0.0,0.0
2015-03-17,0.02475,4,0,0,4,neutral,0.0481,0.0426,0.1717,-0.0382,0.01,0.02475,0.35085,0.1437,0.0,0.0
2015-03-18,-0.2389,2,0,0,2,neutral,0.0481,0.0426,0.1717,-0.0382,0.01,-0.2389,0.35085,0.1437,0.0,0.0
2015-03-19,0.0946,3,0,0,3,neutral,0.0481,0.0426,0.1717,-0.0382,0.01,0.0946,0.35085,0.1437,0.0,0.0
2015-03-20,-0.1701,1,0,1,0,negative,0.0481,0.0426,0.1717,-0.0382,0.01,-0.1701,0.35085,0.1437,0.0,0.0
2015-03-21,-0.1701,0,0,0,0,negative,0.0481,0.0426,0.1717,-0.0382,0.01,-0.1701,0.35085,0.1437,0.0,0.0
2015-03-22,-0.1701,0,0,0,0,negative,0.0481,0.0426,0.1717,-0.0382,0.01,-0.1701,0.35085,0.1437,0.0,0.0
2015-03-23,-0.1701,0,0,0,0,negative,0.0481,0.0426,0.1717,-0.0382,0.01,-0.1701,0.35085,0.1437,0.0,0.0
2015-03-24,-0.06086666666666667,12,0,2,10,neutral,0.0481,0.0426,0.1717,-0.0382,0.01,-0.06086666666666667,0.35085,0.1437,0.0,0.0
2015-03-25,0.038625,4,0,0,4,neutral,0.0481,0.0426,0.1717,-0.0382,0.01,0.038625,0.35085,0.1437,0.0,0.0
2015-03-26,-0.1914,3,0,1,2,neutral,0.0481,0.0426,0.1717,-0.0382,0.01,-0.1914,0.35085,0.1437,0.0,0.0
2015-03-27,0.03006666666666667,3,0,0,3,neutral,0.0481,0.0426,0.1717,-0.0382,0.01,0.03006666666666667,0.35085,0.1437,0.0,0.0
2015-03-28,0.03006666666666667,0,0,0,0,neutral,0.0481,0.0426,0.1717,-0.0382,0.01,0.03006666666666667,0.35085,0.1437,0.0,0.0
2015-03-29,0.03006666666666667,0,0,0,0,neutral,0.0481,0.0426,0.1717,-0.0382,0.01,0.03006666666666667,0.35085,0.1437,0.0,0.0
2015-03-30,-0.1412,12,0,2,10,neutral,0.0481,0.0426,0.1717,-0.0382,0.01,-0.1412,0.35085,0.1437,0.0,0.0
2015-03-31,-0.0561,2,0,0,2,neutral,0.0481,0.0426,0.1717,-0.0382,0.01,-0.0561,0.35085,0.1437,0.0,0.0
2015-04-01,0.1717,1,0,0,1,neutral,0.0481,0.0426,0.1717,-0.0382,0.01,0.1717,0.35085,0.1437,0.0,0.0
2015-04-02,0.24863333333333335,3,1,0,2,neutral,0.0481,0.0426,0.1717,-0.0382,0.01,0.24863333333333335,0.35085,0.1437,0.0,0.0
2015-04-03,-0.0058000000000000005,2,0,0,2,neutral,0.0481,0.0426,0.1717,-0.0382,0.01,-0.0058000000000000005,0.35085,0.1437,0.0,0.0
2015-04-04,-0.0058000000000000005,0,0,0,0,neutral,0.0481,0.0426,0.1717,-0.0382,0.01,-0.0058000000000000005,0.35085,0.1437,0.0,0.0
2015-04-05,-0.0058000000000000005,0,0,0,0,neutral,0.0481,0.0426,0.1717,-0.0382,0.01,-0.0058000000000000005,0.35085,0.1437,0.0,0.0
2015-04-06,0.044966666666666676,6,0,0,6,neutral,0.0481,0.0426,0.1717,-0.0382,0.01,0.044966666666666676,0.35085,0.1437,0.0,0.0
2015-04-07,0.0895,1,0,0,1,neutral,0.0481,0.0426,0.1717,-0.0382,0.01,0.0895,0.35085,0.1437,0.0,0.0
2015-04-08,-0.042050000000000004,2,0,0,2,neutral,0.0481,0.0426,0.1717,-0.0382,0.01,-0.042050000000000004,0.35085,0.1437,0.0,0.0
2015-04-09,0.2119,1,0,0,1,neutral,0.0481,0.0426,0.1717,-0.0382,0.01,0.2119,0.35085,0.1437,0.0,0.0
2015-04-10,0.06195,2,0,0,2,neutral,0.0481,0.0426,0.1717,-0.0382,0.01,0.06195,0.35085,0.1437,0.0,0.0
2015-04-11,0.06195,0,0,0,0,neutral,0.0481,0.0426,0.1717,-0.0382,0.01,0.06195,0.35085,0.1437,0.0,0.0
2015-04-12,0.06195,0,0,0,0,neutral,0.0481,0.0426,0.1717,-0.0382,0.01,0.06195,0.35085,0.1437,0.0,0.0
2015-04-13,-0.44271249999999995,8,0,5,3,negative,0.0481,0.0426,0.1717,-0.0382,0.01,-0.44271249999999995,0.35085,0.1437,0.0,0.0
2015-04-14,0.0772,1,0,0,1,neutral,0.0481,0.0426,0.1717,-0.0382,0.01,0.0772,0.35085,0.1437,0.0,0.0
2015-04-15,0.0772,0,0,0,0,neutral,0.0481,0.0426,0.1717,-0.0382,0.01,0.0772,0.35085,0.1437,0.0,0.0
2015-04-16,-0.6235,1,0,1,0,negative,0.0481,0.0426,0.1717,-0.0382,0.01,-0.6235,0.35085,0.1437,0.0,0.0
2015-04-17,-0.0018,1,0,0,1,neutral,0.0481,0.0426,0.1717,-0.0382,0.01,-0.0018,0.35085,0.1437,0.0,0.0
2015-04-18,-0.0018,0,0,0,0,neutral,0.0481,0.0426,0.1717,-0.0382,0.01,-0.0018,0.35085,0.1437,0.0,0.0
2015-04-19,-0.0018,0,0,0,0,neutral,0.0481,0.0426,0.1717,-0.0382,0.01,-0.0018,0.35085,0.1437,0.0,0.0
2015-04-20,0.13011999999999999,5,0,0,5,neutral,0.0481,0.0426,0.1717,-0.0382,0.01,0.13011999999999999,0.35085,0.1437,0.0,0.0
2015-04-21,0.2193,5,1,0,4,neutral,0.0481,0.0426,0.1717,-0.0382,0.01,0.2193,0.35085,0.1437,0.0,0.0
2015-04-22,0.845,1,1,0,0,positive,0.0481,0.0426,0.1717,-0.0382,0.01,0.845,0.35085,0.1437,0.0,0.0
2015-04-23,-0.40969999999999995,2,0,1,1,negative,0.0481,0.0426,0.1717,-0.0382,0.01,-0.40969999999999995,0.35085,0.1437,0.0,0.0
2015-04-24,0.04173333333333334,3,0,0,3,neutral,0.0481,0.0426,0.1717,-0.0382,0.01,0.04173333333333334,0.35085,0.1437,0.0,0.0
2015-04-25,0.04173333333333334,0,0,0,0,neutral,0.0481,0.0426,0.1717,-0.0382,0.01,0.04173333333333334,0.35085,0.1437,0.0,0.0
2015-04-26,0.04173333333333334,0,0,0,0,neutral,0.0481,0.0426,0.1717,-0.0382,0.01,0.04173333333333334,0.35085,0.1437,0.0,0.0
2015-04-27,0.30870000000000003,6,2,0,4,neutral,0.0481,0.0426,0.1717,-0.0382,0.01,0.30870000000000003,0.35085,0.1437,0.0,0.0
2015-04-28,-0.13037500000000002,4,0,1,3,neutral,0.0481,0.0426,0.1717,-0.0382,0.01,-0.13037500000000002,0.35085,0.1437,0.0,0.0
2015-04-29,-0.29785,2,0,1,1,negative,0.0481,0.0426,0.1717,-0.0382,0.01,-0.29785,0.35085,0.1437,0.0,0.0
2015-04-30,-0.29785,0,0,0,0,negative,0.0481,0.0426,0.1717,-0.0382,0.01,-0.29785,0.35085,0.1437,0.0,0.0
